nivel,distrito,concelho,freguesia,dicofre
3,Bragança,Carrazeda de Ansiães,Parambos,40311
3,Bragança,Carrazeda de Ansiães,Pereiros,40312
3,Bragança,Carrazeda de Ansiães,Pinhal do Norte,40313
3,Bragança,Carrazeda de Ansiães,Pombal,40314
3,Bragança,Carrazeda de Ansiães,Seixo de Ansiães,40316
3,Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,40318
3,Bragança,Carrazeda de Ansiães,União das freguesias de Amedo e Zedes,40320
3,Bragança,Carrazeda de Ansiães,União das freguesias de Belver e Mogo de Malta,40321
3,Bragança,Carrazeda de Ansiães,União das freguesias de Castanheiro do Norte e Ribalonga,40322
3,Bragança,Carrazeda de Ansiães,"União das freguesias de Lavandeira, Beira Grande e Selores",40323
3,Bragança,Freixo de Espada à Cinta,Ligares,40404
3,Bragança,Freixo de Espada à Cinta,Poiares,40406
3,Bragança,Freixo de Espada à Cinta,União das freguesias de Freixo de Espada à Cinta e Mazouco,40407
3,Bragança,Freixo de Espada à Cinta,União das freguesias de Lagoaça e Fornos,40408
3,Bragança,Macedo de Cavaleiros,Amendoeira,40502
3,Bragança,Macedo de Cavaleiros,Arcas,40503
3,Bragança,Macedo de Cavaleiros,Carrapatas,40507
3,Bragança,Macedo de Cavaleiros,Chacim,40509
3,Bragança,Macedo de Cavaleiros,Cortiços,40510
3,Bragança,Macedo de Cavaleiros,Corujas,40511
3,Bragança,Macedo de Cavaleiros,Ferreira,40514
3,Bragança,Macedo de Cavaleiros,Grijó,40515
3,Bragança,Macedo de Cavaleiros,Lagoa,40516
3,Bragança,Macedo de Cavaleiros,Lamalonga,40517
3,Bragança,Macedo de Cavaleiros,Lamas,40518
3,Bragança,Macedo de Cavaleiros,Lombo,40519
3,Bragança,Macedo de Cavaleiros,Macedo de Cavaleiros,40520
3,Bragança,Macedo de Cavaleiros,Morais,40521
3,Bragança,Macedo de Cavaleiros,Olmos,40523
3,Bragança,Macedo de Cavaleiros,Peredo,40524
3,Bragança,Macedo de Cavaleiros,Salselas,40526
3,Bragança,Macedo de Cavaleiros,Sezulfe,40528
3,Bragança,Macedo de Cavaleiros,Talhas,40530
3,Bragança,Macedo de Cavaleiros,Vale Benfeito,40532
3,Bragança,Macedo de Cavaleiros,Vale da Porca,40533
3,Bragança,Macedo de Cavaleiros,Vale de Prados,40534
3,Bragança,Macedo de Cavaleiros,Vilarinho de Agrochão,40536
3,Bragança,Macedo de Cavaleiros,Vinhas,40538
3,Bragança,Macedo de Cavaleiros,União das freguesias de Ala e Vilarinho do Monte,40539
3,Bragança,Macedo de Cavaleiros,União das freguesias de Bornes e Burga,40540
3,Bragança,Macedo de Cavaleiros,União das freguesias de Castelãos e Vilar do Monte,40541
3,Bragança,Macedo de Cavaleiros,"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco",40542
3,Bragança,Macedo de Cavaleiros,União das freguesias de Podence e Santa Combinha,40543
3,Bragança,Macedo de Cavaleiros,União das freguesias de Talhinhas e Bagueixe,40544
3,Bragança,Miranda do Douro,Duas Igrejas,40604
3,Bragança,Miranda do Douro,Genísio,40605
3,Bragança,Miranda do Douro,Malhadas,40607
3,Bragança,Miranda do Douro,Miranda do Douro,40608
3,Bragança,Miranda do Douro,Palaçoulo,40609
3,Bragança,Miranda do Douro,Picote,40611
3,Bragança,Miranda do Douro,Póvoa,40612
3,Bragança,Miranda do Douro,São Martinho de Angueira,40613
3,Bragança,Miranda do Douro,Vila Chã de Braciosa,40616
3,Bragança,Miranda do Douro,União das freguesias de Constantim e Cicouro,40618
3,Bragança,Miranda do Douro,União das freguesias de Ifanes e Paradela,40619
3,Bragança,Miranda do Douro,União das freguesias de Sendim e Atenor,40620
3,Bragança,Miranda do Douro,União das freguesias de Silva e Águas Vivas,40621
3,Bragança,Mirandela,Abambres,40701
3,Bragança,Mirandela,Abreiro,40702
3,Bragança,Mirandela,Aguieiras,40703
3,Bragança,Mirandela,Alvites,40704
3,Bragança,Mirandela,Bouça,40708
3,Bragança,Mirandela,Cabanelas,40709
3,Bragança,Mirandela,Caravelas,40710
3,Bragança,Mirandela,Carvalhais,40711
3,Bragança,Mirandela,Cedães,40712
3,Bragança,Mirandela,Cobro,40713
3,Bragança,Mirandela,Fradizela,40714
3,Bragança,Mirandela,Frechas,40716
3,Bragança,Mirandela,Lamas de Orelhão,40718
3,Bragança,Mirandela,Mascarenhas,40720
3,Bragança,Mirandela,Mirandela,40721
3,Bragança,Mirandela,Múrias,40722
3,Bragança,Mirandela,Passos,40724
3,Bragança,Mirandela,São Pedro Velho,40727
3,Bragança,Mirandela,São Salvador,40728
3,Bragança,Mirandela,Suçães,40729
3,Bragança,Mirandela,Torre de Dona Chama,40730
3,Bragança,Mirandela,Vale de Asnes,40731
3,Bragança,Mirandela,Vale de Gouvinhas,40732
3,Bragança,Mirandela,Vale de Salgueiro,40733
3,Bragança,Mirandela,Vale de Telhas,40734
3,Bragança,Mirandela,União das freguesias de Avantos e Romeu,40738
3,Bragança,Mirandela,"União das freguesias de Avidagos, Navalho e Pereira",40739
3,Bragança,Mirandela,"União das freguesias de Barcel, Marmelos e Valverde da Gestosa",40740
3,Bragança,Mirandela,União das freguesias de Franco e Vila Boa,40741
3,Bragança,Mirandela,União das freguesias de Freixeda e Vila Verde,40742
3,Bragança,Mogadouro,Azinhoso,40801
3,Bragança,Mogadouro,Bemposta,40802
3,Bragança,Mogadouro,Bruçó,40803
3,Bragança,Mogadouro,Brunhoso,40804
3,Bragança,Mogadouro,Castelo Branco,40807
3,Bragança,Mogadouro,Castro Vicente,40808
3,Bragança,Mogadouro,Meirinhos,40809
3,Bragança,Mogadouro,Paradela,40811
3,Bragança,Mogadouro,Penas Roias,40812
3,Bragança,Mogadouro,Peredo da Bemposta,40813
3,Bragança,Mogadouro,Saldanha,40815
3,Bragança,Mogadouro,São Martinho do Peso,40817
3,Bragança,Mogadouro,Tó,40819
3,Bragança,Mogadouro,Travanca,40820
3,Bragança,Mogadouro,Urrós,40821
3,Bragança,Mogadouro,Vale da Madre,40822
3,Bragança,Mogadouro,Vila de Ala,40826
3,Bragança,Mogadouro,"União das freguesias de Brunhozinho, Castanheira e Sanhoane",40829
3,Bragança,Mogadouro,"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei",40830
3,Bragança,Mogadouro,União das freguesias de Remondes e Soutelo,40831
3,Bragança,Mogadouro,União das freguesias de Vilarinho dos Galegos e Ventozelo,40832
3,Bragança,Torre de Moncorvo,Açoreira,40901
3,Bragança,Torre de Moncorvo,Cabeça Boa,40903
3,Bragança,Torre de Moncorvo,Carviçais,40905
3,Bragança,Torre de Moncorvo,Castedo,40906
3,Bragança,Torre de Moncorvo,Horta da Vilariça,40909
3,Bragança,Torre de Moncorvo,Larinho,40910
3,Bragança,Torre de Moncorvo,Lousa,40911
3,Bragança,Torre de Moncorvo,Mós,40913
3,Bragança,Torre de Moncorvo,Torre de Moncorvo,40916
3,Bragança,Torre de Moncorvo,União das freguesias de Adeganha e Cardanha,40918
3,Bragança,Torre de Moncorvo,União das freguesias de Felgar e Souto da Velha,40919
3,Bragança,Torre de Moncorvo,União das freguesias de Felgueiras e Maçores,40920
3,Bragança,Torre de Moncorvo,União das freguesias de Urros e Peredo dos Castelhanos,40921
3,Bragança,Vila Flor,Benlhevai,41002
3,Bragança,Vila Flor,Freixiel,41005
3,Bragança,Vila Flor,Roios,41009
3,Bragança,Vila Flor,Samões,41010
3,Bragança,Vila Flor,Sampaio,41011
3,Bragança,Vila Flor,Santa Comba de Vilariça,41012
3,Bragança,Vila Flor,Seixo de Manhoses,41013
3,Bragança,Vila Flor,Trindade,41014
3,Bragança,Vila Flor,Vale Frechoso,41015
3,Bragança,Vila Flor,União das freguesias de Assares e Lodões,41020
3,Bragança,Vila Flor,União das freguesias de Candoso e Carvalho de Egas,41021
3,Bragança,Vila Flor,União das freguesias de Valtorno e Mourão,41022
3,Bragança,Vila Flor,União das freguesias de Vila Flor e Nabo,41023
3,Bragança,Vila Flor,União das freguesias de Vilas Boas e Vilarinho das Azenhas,41024
3,Bragança,Vimioso,Argozelo,41103
3,Bragança,Vimioso,Carção,41107
3,Bragança,Vimioso,Matela,41108
3,Bragança,Vimioso,Pinelo,41109
3,Bragança,Vimioso,Santulhão,41110
3,Bragança,Vimioso,Vilar Seco,41113
3,Bragança,Vimioso,Vimioso,41114
3,Bragança,Vimioso,"União das freguesias de Algoso, Campo de Víboras e Uva",41115
3,Bragança,Vimioso,União das freguesias de Caçarelhos e Angueira,41116
3,Bragança,Vimioso,União das freguesias de Vale de Frades e Avelanoso,41117
3,Bragança,Vinhais,Agrochão,41201
3,Bragança,Vinhais,Candedo,41203
3,Bragança,Vinhais,Celas,41204
3,Bragança,Vinhais,Edral,41206
3,Bragança,Vinhais,Edrosa,41207
3,Bragança,Vinhais,Ervedosa,41208
3,Bragança,Vinhais,Paçó,41215
3,Bragança,Vinhais,Penhas Juntas,41216
3,Bragança,Vinhais,Rebordelo,41219
3,Bragança,Vinhais,Santalha,41221
3,Bragança,Vinhais,Tuizelo,41226
3,Bragança,Vinhais,Vale das Fontes,41227
3,Bragança,Vinhais,Vila Boa de Ousilhão,41229
3,Bragança,Vinhais,Vila Verde,41230
3,Bragança,Vinhais,Vilar de Ossos,41232
3,Bragança,Vinhais,Vilar de Peregrinos,41233
3,Bragança,Vinhais,Vilar Seco de Lomba,41234
3,Bragança,Vinhais,Vinhais,41235
3,Bragança,Vinhais,União das freguesias de Curopos e Vale de Janeiro,41236
3,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,41237
3,Bragança,Vinhais,União das freguesias de Nunes e Ousilhão,41238
3,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,41239
3,Bragança,Vinhais,União das freguesias de Sobreiro de Baixo e Alvaredos,41240
3,Bragança,Vinhais,"União das freguesias de Soeira, Fresulfe e Mofreita",41241
3,Bragança,Vinhais,União das freguesias de Travanca e Santa Cruz,41242
3,Bragança,Vinhais,União das freguesias de Vilar de Lomba e São Jomil,41243
3,Castelo Branco,Belmonte,Caria,50102
3,Castelo Branco,Belmonte,Inguias,50104
3,Castelo Branco,Belmonte,Maçainhas,50105
3,Castelo Branco,Belmonte,União das freguesias de Belmonte e Colmeal da Torre,50106
3,Castelo Branco,Castelo Branco,Alcains,50201
3,Castelo Branco,Castelo Branco,Almaceda,50202
3,Castelo Branco,Castelo Branco,Benquerenças,50203
3,Castelo Branco,Castelo Branco,Castelo Branco,50205
3,Castelo Branco,Castelo Branco,Lardosa,50211
3,Castelo Branco,Castelo Branco,Louriçal do Campo,50212
3,Castelo Branco,Castelo Branco,Malpica do Tejo,50214
3,Castelo Branco,Castelo Branco,Monforte da Beira,50216
3,Castelo Branco,Castelo Branco,Salgueiro do Campo,50220
3,Castelo Branco,Castelo Branco,Santo André das Tojeiras,50221
3,Castelo Branco,Castelo Branco,São Vicente da Beira,50222
3,Castelo Branco,Castelo Branco,Sarzedas,50223
3,Castelo Branco,Castelo Branco,Tinalhas,50225
3,Castelo Branco,Castelo Branco,União das freguesias de Cebolais de Cima e Retaxo,50226
3,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Baixo e Mata,50227
3,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Cima e Lousa,50228
3,Castelo Branco,Castelo Branco,União das freguesias de Freixial e Juncal do Campo,50229
3,Castelo Branco,Castelo Branco,União das freguesias de Ninho do Açor e Sobral do Campo,50230
3,Castelo Branco,Castelo Branco,União das freguesias de Póvoa de Rio de Moinhos e Cafede,50231
3,Castelo Branco,Covilhã,Aldeia de São Francisco de Assis,50302
3,Castelo Branco,Covilhã,Boidobra,50305
3,Castelo Branco,Covilhã,Cortes do Meio,50308
3,Castelo Branco,Covilhã,Dominguizo,50309
3,Castelo Branco,Covilhã,Erada,50310
3,Castelo Branco,Covilhã,Ferro,50311
3,Castelo Branco,Covilhã,Orjais,50312
3,Castelo Branco,Covilhã,Paul,50314
3,Castelo Branco,Covilhã,Peraboa,50315
3,Castelo Branco,Covilhã,São Jorge da Beira,50318
3,Castelo Branco,Covilhã,Sobral de São Miguel,50322
3,Castelo Branco,Covilhã,Tortosendo,50324
3,Castelo Branco,Covilhã,Unhais da Serra,50325
3,Castelo Branco,Covilhã,Verdelhos,50327
3,Castelo Branco,Covilhã,União das freguesias de Barco e Coutada,50332
3,Castelo Branco,Covilhã,União das freguesias de Cantar-Galo e Vila do Carvalho,50333
3,Castelo Branco,Covilhã,União das freguesias de Casegas e Ourondo,50334
3,Castelo Branco,Covilhã,União das freguesias de Covilhã e Canhoso,50335
3,Castelo Branco,Covilhã,União das freguesias de Peso e Vales do Rio,50336
3,Castelo Branco,Covilhã,União das freguesias de Teixoso e Sarzedo,50337
3,Castelo Branco,Covilhã,União das freguesias de Vale Formoso e Aldeia do Souto,50338
3,Castelo Branco,Fundão,Alcaide,50401
3,Castelo Branco,Fundão,Alcaria,50402
3,Castelo Branco,Fundão,Alcongosta,50403
3,Castelo Branco,Fundão,Alpedrinha,50406
3,Castelo Branco,Fundão,Barroca,50408
3,Castelo Branco,Fundão,Bogas de Cima,50410
3,Castelo Branco,Fundão,Capinha,50411
3,Castelo Branco,Fundão,Castelejo,50412
3,Castelo Branco,Fundão,Castelo Novo,50413
3,Castelo Branco,Fundão,Fatela,50416
3,Castelo Branco,Fundão,Lavacolhos,50419
3,Castelo Branco,Fundão,Orca,50420
3,Castelo Branco,Fundão,Pêro Viseu,50421
3,Castelo Branco,Fundão,Silvares,50424
3,Castelo Branco,Fundão,Soalheira,50425
3,Castelo Branco,Fundão,Souto da Casa,50426
3,Castelo Branco,Fundão,Telhado,50427
3,Castelo Branco,Fundão,Enxames,50431
3,Castelo Branco,Fundão,Três Povos,50432
3,Castelo Branco,Fundão,União das freguesias de Janeiro de Cima e Bogas de Baixo,50433
3,Castelo Branco,Fundão,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",50434
3,Castelo Branco,Fundão,União das freguesias de Póvoa de Atalaia e Atalaia do Campo,50435
3,Castelo Branco,Fundão,União das freguesias de Vale de Prazeres e Mata da Rainha,50436
3,Castelo Branco,Idanha-a-Nova,Aldeia de Santa Margarida,50502
3,Castelo Branco,Idanha-a-Nova,Ladoeiro,50505
3,Castelo Branco,Idanha-a-Nova,Medelim,50506
3,Castelo Branco,Idanha-a-Nova,Oledo,50509
3,Castelo Branco,Idanha-a-Nova,Penha Garcia,50510
3,Castelo Branco,Idanha-a-Nova,Proença-a-Velha,50511
3,Castelo Branco,Idanha-a-Nova,Rosmaninhal,50512
3,Castelo Branco,Idanha-a-Nova,São Miguel de Acha,50514
3,Castelo Branco,Idanha-a-Nova,Toulões,50516
3,Castelo Branco,Idanha-a-Nova,União das freguesias de Idanha-a-Nova e Alcafozes,50518
3,Castelo Branco,Idanha-a-Nova,União das freguesias de Monfortinho e Salvaterra do Extremo,50519
3,Castelo Branco,Idanha-a-Nova,União das freguesias de Monsanto e Idanha-a-Velha,50520
3,Castelo Branco,Idanha-a-Nova,União das freguesias de Zebreira e Segura,50521
3,Castelo Branco,Oleiros,Álvaro,50601
3,Castelo Branco,Oleiros,Cambas,50603
3,Castelo Branco,Oleiros,Isna,50605
3,Castelo Branco,Oleiros,Madeirã,50606
3,Castelo Branco,Oleiros,Mosteiro,50607
3,Castelo Branco,Oleiros,Orvalho,50609
3,Castelo Branco,Oleiros,Sarnadas de São Simão,50610
3,Castelo Branco,Oleiros,Sobral,50611
3,Castelo Branco,Oleiros,Estreito-Vilar Barroco,50613
3,Castelo Branco,Oleiros,Oleiros-Amieira,50614
3,Castelo Branco,Penamacor,Aranhas,50704
3,Castelo Branco,Penamacor,Benquerença,50706
3,Castelo Branco,Penamacor,Meimão,50707
3,Castelo Branco,Penamacor,Meimoa,50708
3,Castelo Branco,Penamacor,Penamacor,50710
3,Castelo Branco,Penamacor,Salvador,50711
3,Castelo Branco,Penamacor,Vale da Senhora da Póvoa,50712
3,Castelo Branco,Penamacor,"União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires",50713
3,Castelo Branco,Penamacor,União das freguesias de Pedrógão de São Pedro e Bemposta,50714
3,Castelo Branco,Proença-a-Nova,Montes da Senhora,50802
3,Castelo Branco,Proença-a-Nova,São Pedro do Esteval,50805
3,Castelo Branco,Proença-a-Nova,União das freguesias de Proença-a-Nova e Peral,50807
3,Castelo Branco,Proença-a-Nova,União das freguesias de Sobreira Formosa e Alvito da Beira,50808
3,Castelo Branco,Sertã,Cabeçudo,50901
3,Castelo Branco,Sertã,Carvalhal,50902
3,Castelo Branco,Sertã,Castelo,50903
3,Castelo Branco,Sertã,Pedrógão Pequeno,50911
3,Castelo Branco,Sertã,Sertã,50912
3,Castelo Branco,Sertã,Troviscal,50913
3,Castelo Branco,Sertã,Várzea dos Cavaleiros,50914
3,Castelo Branco,Sertã,"União das freguesias de Cernache do Bonjardim, Nesperal e Palhais",50915
3,Castelo Branco,Sertã,União das freguesias de Cumeada e Marmeleiro,50916
3,Castelo Branco,Sertã,União das freguesias de Ermida e Figueiredo,50917
3,Castelo Branco,Vila de Rei,Fundada,51001
3,Castelo Branco,Vila de Rei,São João do Peso,51002
3,Castelo Branco,Vila de Rei,Vila de Rei,51003
3,Castelo Branco,Vila Velha de Ródão,Fratel,51101
3,Castelo Branco,Vila Velha de Ródão,Perais,51102
3,Castelo Branco,Vila Velha de Ródão,Sarnadas de Ródão,51103
3,Castelo Branco,Vila Velha de Ródão,Vila Velha de Ródão,51104
3,Coimbra,Arganil,Arganil,60102
3,Coimbra,Arganil,Benfeita,60104
3,Coimbra,Arganil,Celavisa,60105
3,Coimbra,Arganil,Folques,60109
3,Coimbra,Arganil,Piódão,60111
3,Coimbra,Arganil,Pomares,60112
3,Coimbra,Arganil,Pombeiro da Beira,60113
3,Coimbra,Arganil,São Martinho da Cortiça,60114
3,Coimbra,Arganil,Sarzedo,60115
3,Coimbra,Arganil,Secarias,60116
3,Coimbra,Arganil,União das freguesias de Cepos e Teixeira,60119
3,Coimbra,Arganil,União das freguesias de Cerdeira e Moura da Serra,60120
3,Coimbra,Arganil,União das freguesias de Côja e Barril de Alva,60121
3,Coimbra,Arganil,União das freguesias de Vila Cova de Alva e Anseriz,60122
3,Coimbra,Cantanhede,Ançã,60201
3,Coimbra,Cantanhede,Cadima,60203
3,Coimbra,Cantanhede,Cordinhã,60205
3,Coimbra,Cantanhede,Febres,60207
3,Coimbra,Cantanhede,Murtede,60208
3,Coimbra,Cantanhede,Ourentã,60209
3,Coimbra,Cantanhede,Tocha,60214
3,Coimbra,Cantanhede,São Caetano,60215
3,Coimbra,Cantanhede,Sanguinheira,60218
3,Coimbra,Cantanhede,União das freguesias de Cantanhede e Pocariça,60220
3,Coimbra,Cantanhede,União das freguesias de Covões e Camarneira,60221
3,Coimbra,Cantanhede,União das freguesias de Portunhos e Outil,60222
3,Coimbra,Cantanhede,União das freguesias de Sepins e Bolho,60223
3,Coimbra,Cantanhede,União das freguesias de Vilamar e Corticeiro de Cima,60224
3,Coimbra,Coimbra,Almalaguês,60301
3,Coimbra,Coimbra,Brasfemes,60309
3,Coimbra,Coimbra,Ceira,60311
3,Coimbra,Coimbra,Cernache,60312
3,Coimbra,Coimbra,Santo António dos Olivais,60318
3,Coimbra,Coimbra,São João do Campo,60320
3,Coimbra,Coimbra,São Silvestre,60324
3,Coimbra,Coimbra,Torres do Mondego,60329
3,Coimbra,Coimbra,União das freguesias de Antuzede e Vil de Matos,60332
3,Coimbra,Coimbra,União das freguesias de Assafarge e Antanhol,60333
3,Coimbra,Coimbra,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",60334
3,Coimbra,Coimbra,União das freguesias de Eiras e São Paulo de Frades,60335
3,Coimbra,Coimbra,União das freguesias de Santa Clara e Castelo Viegas,60336
3,Coimbra,Coimbra,União das freguesias de São Martinho de Árvore e Lamarosa,60337
3,Coimbra,Coimbra,União das freguesias de São Martinho do Bispo e Ribeira de Frades,60338
3,Coimbra,Coimbra,União das freguesias de Souselas e Botão,60339
3,Coimbra,Coimbra,"União das freguesias de Taveiro, Ameal e Arzila",60340
3,Coimbra,Coimbra,União das freguesias de Trouxemil e Torre de Vilela,60341
3,Coimbra,Condeixa-a-Nova,Anobra,60401
3,Coimbra,Condeixa-a-Nova,Ega,60406
3,Coimbra,Condeixa-a-Nova,Furadouro,60407
3,Coimbra,Condeixa-a-Nova,Zambujal,60410
3,Coimbra,Condeixa-a-Nova,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova,60411
3,Coimbra,Condeixa-a-Nova,União das freguesias de Sebal e Belide,60412
3,Coimbra,Condeixa-a-Nova,União das freguesias de Vila Seca e Bem da Fé,60413
3,Coimbra,Figueira da Foz,Alqueidão,60502
3,Coimbra,Figueira da Foz,Maiorca,60507
3,Coimbra,Figueira da Foz,Marinha das Ondas,60508
3,Coimbra,Figueira da Foz,Tavarede,60512
3,Coimbra,Figueira da Foz,Vila Verde,60513
3,Coimbra,Figueira da Foz,São Pedro,60514
3,Coimbra,Figueira da Foz,Bom Sucesso,60515
3,Coimbra,Figueira da Foz,Moinhos da Gândara,60518
3,Coimbra,Figueira da Foz,Alhadas,60519
3,Coimbra,Figueira da Foz,Buarcos e São Julião,60520
3,Coimbra,Figueira da Foz,Ferreira-a-Nova,60521
3,Coimbra,Figueira da Foz,Lavos,60522
3,Coimbra,Figueira da Foz,Paião,60523
3,Coimbra,Figueira da Foz,Quiaios,60524
3,Coimbra,Góis,Alvares,60601
3,Coimbra,Góis,Góis,60604
3,Coimbra,Góis,Vila Nova do Ceira,60605
3,Coimbra,Góis,União das freguesias de Cadafaz e Colmeal,60606
3,Coimbra,Lousã,Serpins,60704
3,Coimbra,Lousã,Gândaras,60706
3,Coimbra,Lousã,União das freguesias de Foz de Arouce e Casal de Ermio,60707
3,Coimbra,Lousã,União das freguesias de Lousã e Vilarinho,60708
3,Coimbra,Mira,Mira,60801
3,Coimbra,Mira,Seixo,60802
3,Coimbra,Mira,Carapelhos,60803
3,Coimbra,Mira,Praia de Mira,60804
3,Coimbra,Miranda do Corvo,Lamas,60901
3,Coimbra,Miranda do Corvo,Miranda do Corvo,60902
3,Coimbra,Miranda do Corvo,Vila Nova,60905
3,Coimbra,Miranda do Corvo,União das freguesias de Semide e Rio Vide,60906
3,Coimbra,Montemor-o-Velho,Arazede,61002
3,Coimbra,Montemor-o-Velho,Carapinheira,61003
3,Coimbra,Montemor-o-Velho,Liceia,61005
3,Coimbra,Montemor-o-Velho,Meãs do Campo,61006
3,Coimbra,Montemor-o-Velho,Pereira,61008
3,Coimbra,Montemor-o-Velho,Santo Varão,61009
3,Coimbra,Montemor-o-Velho,Seixo de Gatões,61010
3,Coimbra,Montemor-o-Velho,Tentúgal,61011
3,Coimbra,Montemor-o-Velho,Ereira,61014
3,Coimbra,Montemor-o-Velho,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca",61015
3,Coimbra,Montemor-o-Velho,União das freguesias de Montemor-o-Velho e Gatões,61016
3,Coimbra,Oliveira do Hospital,Aldeia das Dez,61101
3,Coimbra,Oliveira do Hospital,Alvoco das Várzeas,61102
3,Coimbra,Oliveira do Hospital,Avô,61103
3,Coimbra,Oliveira do Hospital,Bobadela,61104
3,Coimbra,Oliveira do Hospital,Lagares,61106
3,Coimbra,Oliveira do Hospital,Lourosa,61109
3,Coimbra,Oliveira do Hospital,Meruge,61110
3,Coimbra,Oliveira do Hospital,Nogueira do Cravo,61111
3,Coimbra,Oliveira do Hospital,São Gião,61115
3,Coimbra,Oliveira do Hospital,Seixo da Beira,61118
3,Coimbra,Oliveira do Hospital,Travanca de Lagos,61119
3,Coimbra,Oliveira do Hospital,União das freguesias de Ervedal e Vila Franca da Beira,61122
3,Coimbra,Oliveira do Hospital,União das freguesias de Lagos da Beira e Lajeosa,61123
3,Coimbra,Oliveira do Hospital,União das freguesias de Oliveira do Hospital e São Paio de Gramaços,61124
3,Coimbra,Oliveira do Hospital,União das freguesias de Penalva de Alva e São Sebastião da Feira,61125
3,Coimbra,Oliveira do Hospital,União das freguesias de Santa Ovaia e Vila Pouca da Beira,61126
3,Coimbra,Pampilhosa da Serra,Cabril,61201
3,Coimbra,Pampilhosa da Serra,Dornelas do Zêzere,61202
3,Coimbra,Pampilhosa da Serra,Janeiro de Baixo,61204
3,Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,61206
3,Coimbra,Pampilhosa da Serra,Pessegueiro,61207
3,Coimbra,Pampilhosa da Serra,Unhais-o-Velho,61209
3,Coimbra,Pampilhosa da Serra,Fajão-Vidual,61211
3,Coimbra,Pampilhosa da Serra,Portela do Fojo-Machio,61212
3,Coimbra,Penacova,Carvalho,61301
3,Coimbra,Penacova,Figueira de Lorvão,61302
3,Coimbra,Penacova,Lorvão,61304
3,Coimbra,Penacova,Penacova,61307
3,Coimbra,Penacova,Sazes do Lorvão,61310
3,Coimbra,Penacova,União das freguesias de Friúmes e Paradela,61312
3,Coimbra,Penacova,União das freguesias de Oliveira do Mondego e Travanca do Mondego,61313
3,Coimbra,Penacova,União das freguesias de São Pedro de Alva e São Paio de Mondego,61314
3,Coimbra,Penela,Cumeeira,61401
3,Coimbra,Penela,Espinhal,61402
3,Coimbra,Penela,Podentes,61403
3,Coimbra,Penela,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal",61407
3,Coimbra,Soure,Alfarelos,61501
3,Coimbra,Soure,Figueiró do Campo,61504
3,Coimbra,Soure,Granja do Ulmeiro,61506
3,Coimbra,Soure,Samuel,61508
3,Coimbra,Soure,Soure,61509
3,Coimbra,Soure,Tapéus,61510
3,Coimbra,Soure,Vila Nova de Anços,61511
3,Coimbra,Soure,Vinha da Rainha,61512
3,Coimbra,Soure,União das freguesias de Degracias e Pombalinho,61513
3,Coimbra,Soure,União das freguesias de Gesteira e Brunhós,61514
3,Coimbra,Tábua,Candosa,61602
3,Coimbra,Tábua,Carapinha,61603
3,Coimbra,Tábua,Midões,61608
3,Coimbra,Tábua,Mouronho,61609
3,Coimbra,Tábua,Póvoa de Midões,61611
3,Coimbra,Tábua,São João da Boa Vista,61612
3,Coimbra,Tábua,Tábua,61614
3,Coimbra,Tábua,União das freguesias de Ázere e Covelo,61616
3,Coimbra,Tábua,União das freguesias de Covas e Vila Nova de Oliveirinha,61617
3,Coimbra,Tábua,União das freguesias de Espariz e Sinde,61618
3,Coimbra,Tábua,União das freguesias de Pinheiro de Coja e Meda de Mouros,61619
3,Coimbra,Vila Nova de Poiares,Arrifana,61701
3,Coimbra,Vila Nova de Poiares,Lavegadas,61702
3,Coimbra,Vila Nova de Poiares,Poiares (Santo André),61703
3,Coimbra,Vila Nova de Poiares,São Miguel de Poiares,61704
3,Évora,Alandroal,Santiago Maior,70103
3,Évora,Alandroal,Capelins (Santo António),70104
3,Évora,Alandroal,Terena (São Pedro),70105
3,Évora,Alandroal,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",70107
3,Évora,Arraiolos,Arraiolos,70201
3,Évora,Arraiolos,Igrejinha,70202
3,Évora,Arraiolos,Vimieiro,70206
3,Évora,Arraiolos,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,70208
3,Évora,Arraiolos,União das freguesias de São Gregório e Santa Justa,70209
3,Évora,Borba,Borba (Matriz),70301
3,Évora,Borba,Orada,70302
3,Évora,Borba,Rio de Moinhos,70303
3,Évora,Borba,Borba (São Bartolomeu),70304
3,Évora,Estremoz,Arcos,70401
3,Évora,Estremoz,Glória,70402
3,Évora,Estremoz,Évora Monte (Santa Maria),70404
