nivel,distrito,concelho,freguesia,dicofre
3,Lisboa,Cascais,Alcabideche,110501
3,Lisboa,Cascais,São Domingos de Rana,110506
3,Lisboa,Cascais,União das freguesias de Carcavelos e Parede,110507
3,Lisboa,Cascais,União das freguesias de Cascais e Estoril,110508
3,Lisboa,Lisboa,Ajuda,110601
3,Lisboa,Lisboa,Alcântara,110602
3,Lisboa,Lisboa,Beato,110607
3,Lisboa,Lisboa,Benfica,110608
3,Lisboa,Lisboa,Campolide,110610
3,Lisboa,Lisboa,Carnide,110611
3,Lisboa,Lisboa,Lumiar,110618
3,Lisboa,Lisboa,Marvila,110621
3,Lisboa,Lisboa,Olivais,110633
3,Lisboa,Lisboa,São Domingos de Benfica,110639
3,Lisboa,Lisboa,Alvalade,110654
3,Lisboa,Lisboa,Areeiro,110655
3,Lisboa,Lisboa,Arroios,110656
3,Lisboa,Lisboa,Avenidas Novas,110657
3,Lisboa,Lisboa,Belém,110658
3,Lisboa,Lisboa,Campo de Ourique,110659
3,Lisboa,Lisboa,Estrela,110660
3,Lisboa,Lisboa,Misericórdia,110661
3,Lisboa,Lisboa,Parque das Nações,110662
3,Lisboa,Lisboa,Penha de França,110663
3,Lisboa,Lisboa,Santa Clara,110664
3,Lisboa,Lisboa,Santa Maria Maior,110665
3,Lisboa,Lisboa,Santo António,110666
3,Lisboa,Lisboa,São Vicente,110667
3,Lisboa,Loures,Bucelas,110702
3,Lisboa,Loures,Fanhões,110705
3,Lisboa,Loures,Loures,110707
3,Lisboa,Loures,Lousa,110708
3,Lisboa,Loures,União das freguesias de Moscavide e Portela,110726
3,Lisboa,Loures,União das freguesias de Sacavém e Prior Velho,110727
3,Lisboa,Loures,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",110728
3,Lisboa,Loures,União das freguesias de Santo Antão e São Julião do Tojal,110729
3,Lisboa,Loures,União das freguesias de Santo António dos Cavaleiros e Frielas,110730
3,Lisboa,Loures,"União das freguesias de Camarate, Unhos e Apelação",110731
3,Lisboa,Lourinhã,Moita dos Ferreiros,110803
3,Lisboa,Lourinhã,Reguengo Grande,110805
3,Lisboa,Lourinhã,Santa Bárbara,110806
3,Lisboa,Lourinhã,Vimeiro,110808
3,Lisboa,Lourinhã,Ribamar,110810
3,Lisboa,Lourinhã,União das freguesias de Lourinhã e Atalaia,110812
3,Lisboa,Lourinhã,União das freguesias de Miragaia e Marteleira,110813
3,Lisboa,Lourinhã,União das freguesias de São Bartolomeu dos Galegos e Moledo,110814
3,Lisboa,Mafra,Carvoeira,110902
3,Lisboa,Mafra,Encarnação,110904
3,Lisboa,Mafra,Ericeira,110906
3,Lisboa,Mafra,Mafra,110909
3,Lisboa,Mafra,Milharado,110911
3,Lisboa,Mafra,Santo Isidoro,110913
3,Lisboa,Mafra,União das freguesias de Azueira e Sobral da Abelheira,110918
3,Lisboa,Mafra,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário",110919
3,Lisboa,Mafra,União das freguesias de Igreja Nova e Cheleiros,110920
3,Lisboa,Mafra,União das freguesias de Malveira e São Miguel de Alcainça,110921
3,Lisboa,Mafra,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,110922
3,Lisboa,Oeiras,Barcarena,111002
3,Lisboa,Oeiras,Porto Salvo,111009
3,Lisboa,Oeiras,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",111012
3,Lisboa,Oeiras,União das freguesias de Carnaxide e Queijas,111013
3,Lisboa,Oeiras,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",111014
3,Lisboa,Sintra,Algueirão-Mem Martins,111102
3,Lisboa,Sintra,Colares,111105
3,Lisboa,Sintra,Rio de Mouro,111108
3,Lisboa,Sintra,Casal de Cambra,111115
3,Lisboa,Sintra,União das freguesias de Agualva e Mira-Sintra,111122
3,Lisboa,Sintra,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar",111123
3,Lisboa,Sintra,União das freguesias do Cacém e São Marcos,111124
3,Lisboa,Sintra,União das freguesias de Massamá e Monte Abraão,111125
3,Lisboa,Sintra,União das freguesias de Queluz e Belas,111126
3,Lisboa,Sintra,União das freguesias de São João das Lampas e Terrugem,111127
3,Lisboa,Sintra,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",111128
3,Lisboa,Sobral de Monte Agraço,Santo Quintino,111201
3,Lisboa,Sobral de Monte Agraço,Sapataria,111202
3,Lisboa,Sobral de Monte Agraço,Sobral de Monte Agraço,111203
3,Lisboa,Torres Vedras,Freiria,111306
3,Lisboa,Torres Vedras,Ponte do Rol,111310
3,Lisboa,Torres Vedras,Ramalhal,111311
3,Lisboa,Torres Vedras,São Pedro da Cadeira,111314
3,Lisboa,Torres Vedras,Silveira,111316
3,Lisboa,Torres Vedras,Turcifal,111317
3,Lisboa,Torres Vedras,Ventosa,111318
3,Lisboa,Torres Vedras,União das freguesias de A dos Cunhados e Maceira,111321
3,Lisboa,Torres Vedras,União das freguesias de Campelos e Outeiro da Cabeça,111322
3,Lisboa,Torres Vedras,União das freguesias de Carvoeira e Carmões,111323
3,Lisboa,Torres Vedras,União das freguesias de Dois Portos e Runa,111324
3,Lisboa,Torres Vedras,União das freguesias de Maxial e Monte Redondo,111325
3,Lisboa,Torres Vedras,"Santa Maria, São Pedro e Matacães",111326
3,Lisboa,Vila Franca de Xira,Vialonga,111408
3,Lisboa,Vila Franca de Xira,Vila Franca de Xira,111409
3,Lisboa,Vila Franca de Xira,"União das freguesias de Alhandra, São João dos Montes e Calhandriz",111412
3,Lisboa,Vila Franca de Xira,União das freguesias de Alverca do Ribatejo e Sobralinho,111413
3,Lisboa,Vila Franca de Xira,União das freguesias de Castanheira do Ribatejo e Cachoeiras,111414
3,Lisboa,Vila Franca de Xira,União das freguesias de Póvoa de Santa Iria e Forte da Casa,111415
3,Lisboa,Amadora,Alfragide,111512
3,Lisboa,Amadora,Águas Livres,111513
3,Lisboa,Amadora,Encosta do Sol,111514
3,Lisboa,Amadora,Falagueira-Venda Nova,111515
3,Lisboa,Amadora,Mina de Água,111516
3,Lisboa,Amadora,Venteira,111517
3,Lisboa,Odivelas,Odivelas,111603
3,Lisboa,Odivelas,União das freguesias de Pontinha e Famões,111608
3,Lisboa,Odivelas,União das freguesias de Póvoa de Santo Adrião e Olival Basto,111609
3,Lisboa,Odivelas,União das freguesias de Ramada e Caneças,111610
3,Portalegre,Alter do Chão,Alter do Chão,120101
3,Portalegre,Alter do Chão,Chancelaria,120102
3,Portalegre,Alter do Chão,Seda,120103
3,Portalegre,Alter do Chão,Cunheira,120104
3,Portalegre,Arronches,Assunção,120201
3,Portalegre,Arronches,Esperança,120202
3,Portalegre,Arronches,Mosteiros,120203
3,Portalegre,Avis,Aldeia Velha,120302
3,Portalegre,Avis,Avis,120303
3,Portalegre,Avis,Ervedal,120305
3,Portalegre,Avis,Figueira e Barros,120306
3,Portalegre,Avis,União das freguesias de Alcórrego e Maranhão,120309
3,Portalegre,Avis,União das freguesias de Benavila e Valongo,120310
3,Portalegre,Campo Maior,Nossa Senhora da Expectação,120401
3,Portalegre,Campo Maior,Nossa Senhora da Graça dos Degolados,120402
3,Portalegre,Campo Maior,São João Baptista,120403
3,Portalegre,Castelo de Vide,Nossa Senhora da Graça de Póvoa e Meadas,120501
3,Portalegre,Castelo de Vide,Santa Maria da Devesa,120502
3,Portalegre,Castelo de Vide,Santiago Maior,120503
3,Portalegre,Castelo de Vide,São João Baptista,120504
3,Portalegre,Crato,Aldeia da Mata,120601
3,Portalegre,Crato,Gáfete,120604
3,Portalegre,Crato,Monte da Pedra,120605
3,Portalegre,Crato,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso",120607
3,Portalegre,Elvas,Santa Eulália,120706
3,Portalegre,Elvas,São Brás e São Lourenço,120707
3,Portalegre,Elvas,São Vicente e Ventosa,120708
3,Portalegre,Elvas,"Assunção, Ajuda, Salvador e Santo Ildefonso",120712
3,Portalegre,Elvas,"Caia, São Pedro e Alcáçova",120713
3,Portalegre,Elvas,União das freguesias de Barbacena e Vila Fernando,120714
3,Portalegre,Elvas,União das freguesias de Terrugem e Vila Boim,120715
3,Portalegre,Fronteira,Cabeço de Vide,120801
3,Portalegre,Fronteira,Fronteira,120802
3,Portalegre,Fronteira,São Saturnino,120803
3,Portalegre,Gavião,Belver,120902
3,Portalegre,Gavião,Comenda,120903
3,Portalegre,Gavião,Margem,120905
3,Portalegre,Gavião,União das freguesias de Gavião e Atalaia,120906
3,Portalegre,Marvão,Beirã,121001
3,Portalegre,Marvão,Santa Maria de Marvão,121002
3,Portalegre,Marvão,Santo António das Areias,121003
3,Portalegre,Marvão,São Salvador da Aramenha,121004
3,Portalegre,Monforte,Assumar,121101
3,Portalegre,Monforte,Monforte,121102
3,Portalegre,Monforte,Santo Aleixo,121103
3,Portalegre,Monforte,Vaiamonte,121104
3,Portalegre,Nisa,Alpalhão,121201
3,Portalegre,Nisa,Montalvão,121205
3,Portalegre,Nisa,Santana,121207
3,Portalegre,Nisa,São Matias,121208
3,Portalegre,Nisa,Tolosa,121210
3,Portalegre,Nisa,União das freguesias de Arez e Amieira do Tejo,121211
3,Portalegre,Nisa,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",121212
3,Portalegre,Ponte de Sor,Galveias,121301
3,Portalegre,Ponte de Sor,Montargil,121302
3,Portalegre,Ponte de Sor,Foros de Arrão,121304
3,Portalegre,Ponte de Sor,Longomel,121305
3,Portalegre,Ponte de Sor,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor",121308
3,Portalegre,Portalegre,Alagoa,121401
3,Portalegre,Portalegre,Alegrete,121402
3,Portalegre,Portalegre,Fortios,121404
3,Portalegre,Portalegre,Urra,121410
3,Portalegre,Portalegre,União das freguesias da Sé e São Lourenço,121411
3,Portalegre,Portalegre,União das freguesias de Reguengo e São Julião,121412
3,Portalegre,Portalegre,União das freguesias de Ribeira de Nisa e Carreiras,121413
3,Portalegre,Sousel,Cano,121501
3,Portalegre,Sousel,Casa Branca,121502
3,Portalegre,Sousel,Santo Amaro,121503
3,Portalegre,Sousel,Sousel,121504
3,Porto,Amarante,Ansiães,130103
3,Porto,Amarante,Candemil,130107
3,Porto,Amarante,Fregim,130112
3,Porto,Amarante,Fridão,130115
3,Porto,Amarante,Gondar,130117
3,Porto,Amarante,Jazente,130118
3,Porto,Amarante,Lomba,130119
3,Porto,Amarante,Louredo,130120
3,Porto,Amarante,Lufrei,130121
3,Porto,Amarante,Mancelos,130123
3,Porto,Amarante,Padronelo,130126
3,Porto,Amarante,Rebordelo,130128
3,Porto,Amarante,Salvador do Monte,130129
3,Porto,Amarante,Gouveia (São Simão),130134
3,Porto,Amarante,Telões,130135
3,Porto,Amarante,Travanca,130136
3,Porto,Amarante,Vila Caiz,130138
3,Porto,Amarante,Vila Chã do Marão,130139
3,Porto,Amarante,"União das freguesias de Aboadela, Sanche e Várzea",130141
3,Porto,Amarante,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão",130142
3,Porto,Amarante,"União das freguesias de Bustelo, Carneiro e Carvalho de Rei",130143
3,Porto,Amarante,União das freguesias de Figueiró (Santiago e Santa Cristina),130144
3,Porto,Amarante,União das freguesias de Freixo de Cima e de Baixo,130145
3,Porto,Amarante,União das freguesias de Olo e Canadelo,130146
3,Porto,Amarante,Vila Meã,130147
3,Porto,Amarante,"União das freguesias de Vila Garcia, Aboim e Chapa",130148
3,Porto,Baião,Frende,130204
3,Porto,Baião,Gestaçô,130205
3,Porto,Baião,Gove,130206
3,Porto,Baião,Grilo,130207
3,Porto,Baião,Loivos do Monte,130208
3,Porto,Baião,Santa Marinha do Zêzere,130215
3,Porto,Baião,Valadares,130219
3,Porto,Baião,Viariz,130220
3,Porto,Baião,União das freguesias de Ancede e Ribadouro,130221
3,Porto,Baião,União das freguesias de Baião (Santa Leocádia) e Mesquinhata,130222
3,Porto,Baião,União das freguesias de Campelo e Ovil,130223
3,Porto,Baião,União das freguesias de Loivos da Ribeira e Tresouras,130224
3,Porto,Baião,União das freguesias de Santa Cruz do Douro e São Tomé de Covelas,130225
3,Porto,Baião,União das freguesias de Teixeira e Teixeiró,130226
3,Porto,Felgueiras,Aião,130301
3,Porto,Felgueiras,Airães,130302
3,Porto,Felgueiras,Friande,130305
3,Porto,Felgueiras,Idães,130306
3,Porto,Felgueiras,Jugueiros,130307
3,Porto,Felgueiras,Penacova,130313
3,Porto,Felgueiras,Pinheiro,130314
3,Porto,Felgueiras,Pombeiro de Ribavizela,130315
3,Porto,Felgueiras,Refontoura,130317
3,Porto,Felgueiras,Regilde,130318
3,Porto,Felgueiras,Revinhade,130319
3,Porto,Felgueiras,Sendim,130324
3,Porto,Felgueiras,União das freguesias de Macieira da Lixa e Caramos,130334
3,Porto,Felgueiras,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",130335
3,Porto,Felgueiras,"União das freguesias de Pedreira, Rande e Sernande",130336
3,Porto,Felgueiras,União das freguesias de Torrados e Sousa,130337
3,Porto,Felgueiras,União das freguesias de Unhão e Lordelo,130338
3,Porto,Felgueiras,União das freguesias de Vila Cova da Lixa e Borba de Godim,130339
3,Porto,Felgueiras,União das freguesias de Vila Fria e Vizela (São Jorge),130340
3,Porto,Felgueiras,União das freguesias de Vila Verde e Santão,130341
3,Porto,Gondomar,Lomba,130405
3,Porto,Gondomar,Rio Tinto,130408
3,Porto,Gondomar,Baguim do Monte (Rio Tinto),130412
3,Porto,Gondomar,União das freguesias de Fânzeres e São Pedro da Cova,130413
3,Porto,Gondomar,União das freguesias de Foz do Sousa e Covelo,130414
3,Porto,Gondomar,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",130415
3,Porto,Gondomar,União das freguesias de Melres e Medas,130416
3,Porto,Lousada,Aveleda,130502
3,Porto,Lousada,Caíde de Rei,130504
3,Porto,Lousada,Lodares,130510
3,Porto,Lousada,Macieira,130512
3,Porto,Lousada,Meinedo,130513
3,Porto,Lousada,Nevogilde,130515
3,Porto,Lousada,Sousela,130524
3,Porto,Lousada,Torno,130525
3,Porto,Lousada,Vilar do Torno e Alentém,130526
3,Porto,Lousada,União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida),130527
3,Porto,Lousada,"União das freguesias de Cristelos, Boim e Ordem",130528
3,Porto,Lousada,União das freguesias de Figueiras e Covas,130529
3,Porto,Lousada,União das freguesias de Lustosa e Barrosas (Santo Estêvão),130530
3,Porto,Lousada,União das freguesias de Nespereira e Casais,130531
3,Porto,Lousada,"União das freguesias de Silvares, Pias, Nogueira e Alvarenga",130532
3,Porto,Maia,Águas Santas,130601
3,Porto,Maia,Folgosa,130603
3,Porto,Maia,Milheirós,130608
3,Porto,Maia,Moreira,130609
3,Porto,Maia,São Pedro Fins,130613
3,Porto,Maia,Vila Nova da Telha,130616
3,Porto,Maia,Pedrouços,130617
3,Porto,Maia,Castêlo da Maia,130618
3,Porto,Maia,Cidade da Maia,130619
3,Porto,Maia,Nogueira e Silva Escura,130620
3,Porto,Marco de Canaveses,Banho e Carvalhosa,130704
3,Porto,Marco de Canaveses,Constance,130705
3,Porto,Marco de Canaveses,Soalhães,130722
3,Porto,Marco de Canaveses,Sobretâmega,130723
3,Porto,Marco de Canaveses,Tabuado,130724
3,Porto,Marco de Canaveses,Vila Boa do Bispo,130730
3,Porto,Marco de Canaveses,"Alpendorada, Várzea e Torrão",130732
3,Porto,Marco de Canaveses,Avessadas e Rosém,130733
3,Porto,Marco de Canaveses,Bem Viver,130734
3,Porto,Marco de Canaveses,Santo Isidoro e Livração,130735
3,Porto,Marco de Canaveses,Marco,130736
3,Porto,Marco de Canaveses,Paredes de Viadores e Manhuncelos,130737
3,Porto,Marco de Canaveses,Penha Longa e Paços de Gaiolo,130738
3,Porto,Marco de Canaveses,Sande e São Lourenço do Douro,130739
3,Porto,Marco de Canaveses,"Várzea, Aliviada e Folhada",130740
3,Porto,Marco de Canaveses,Vila Boa de Quires e Maureles,130741
3,Porto,Matosinhos,"União das freguesias de Custóias, Leça do Balio e Guifões",130811
3,Porto,Matosinhos,União das freguesias de Matosinhos e Leça da Palmeira,130812
3,Porto,Matosinhos,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",130813
3,Porto,Matosinhos,União das freguesias de São Mamede de Infesta e Senhora da Hora,130814
3,Porto,Paços de Ferreira,Carvalhosa,130902
3,Porto,Paços de Ferreira,Eiriz,130904
3,Porto,Paços de Ferreira,Ferreira,130905
3,Porto,Paços de Ferreira,Figueiró,130906
3,Porto,Paços de Ferreira,Freamunde,130908
3,Porto,Paços de Ferreira,Meixomil,130910
3,Porto,Paços de Ferreira,Penamaior,130913
3,Porto,Paços de Ferreira,Raimonda,130914
3,Porto,Paços de Ferreira,Seroa,130916
3,Porto,Paços de Ferreira,Frazão Arreigada,130917
3,Porto,Paços de Ferreira,Paços de Ferreira,130918
3,Porto,Paços de Ferreira,Sanfins Lamoso Codessos,130919
3,Porto,Paredes,Aguiar de Sousa,131001
3,Porto,Paredes,Astromil,131002
3,Porto,Paredes,Baltar,131003
3,Porto,Paredes,Beire,131004
3,Porto,Paredes,Cete,131008
3,Porto,Paredes,Cristelo,131009
3,Porto,Paredes,Duas Igrejas,131010
3,Porto,Paredes,Gandra,131011
3,Porto,Paredes,Lordelo,131013
3,Porto,Paredes,Louredo,131014
3,Porto,Paredes,Parada de Todeia,131017
3,Porto,Paredes,Rebordosa,131018
3,Porto,Paredes,Recarei,131019
3,Porto,Paredes,Sobreira,131020
3,Porto,Paredes,Sobrosa,131021
3,Porto,Paredes,Vandoma,131022
3,Porto,Paredes,Vilela,131024
3,Porto,Paredes,Paredes,131025
3,Porto,Penafiel,Abragão,131101
3,Porto,Penafiel,Boelhe,131102
3,Porto,Penafiel,Bustelo,131103
3,Porto,Penafiel,Cabeça Santa,131104
3,Porto,Penafiel,Canelas,131105
3,Porto,Penafiel,Capela,131106
3,Porto,Penafiel,Castelões,131107
3,Porto,Penafiel,Croca,131108
3,Porto,Penafiel,Duas Igrejas,131109
3,Porto,Penafiel,Eja,131110
3,Porto,Penafiel,Fonte Arcada,131112
3,Porto,Penafiel,Galegos,131113
3,Porto,Penafiel,Irivo,131115
3,Porto,Penafiel,Oldrões,131121
3,Porto,Penafiel,Paço de Sousa,131122
3,Porto,Penafiel,Perozelo,131125
3,Porto,Penafiel,Rans,131128
3,Porto,Penafiel,Rio de Moinhos,131129
3,Porto,Penafiel,Recezinhos (São Mamede),131132
3,Porto,Penafiel,Recezinhos (São Martinho),131133
3,Porto,Penafiel,Sebolido,131134
3,Porto,Penafiel,Valpedre,131136
3,Porto,Penafiel,Rio Mau,131138
3,Porto,Penafiel,Penafiel,131139
3,Porto,Penafiel,Luzim e Vila Cova,131140
3,Porto,Penafiel,Guilhufe e Urrô,131141
3,Porto,Penafiel,Lagares e Figueira,131142
3,Porto,Penafiel,Termas de São Vicente,131143
3,Porto,Porto,Bonfim,131202
3,Porto,Porto,Campanhã,131203
3,Porto,Porto,Paranhos,131210
3,Porto,Porto,Ramalde,131211
3,Porto,Porto,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",131216
3,Porto,Porto,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",131217
3,Porto,Porto,União das freguesias de Lordelo do Ouro e Massarelos,131218
3,Porto,Póvoa de Varzim,Balazar,131305
3,Porto,Póvoa de Varzim,Estela,131307
3,Porto,Póvoa de Varzim,Laundos,131308
3,Porto,Póvoa de Varzim,Rates,131311
3,Porto,Póvoa de Varzim,"União das freguesias de Aver-o-Mar, Amorim e Terroso",131313
3,Porto,Póvoa de Varzim,União das freguesias de Aguçadoura e Navais,131314
3,Porto,Póvoa de Varzim,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",131315
3,Porto,Santo Tirso,Agrela,131401
3,Porto,Santo Tirso,Água Longa,131402
3,Porto,Santo Tirso,Aves,131405
3,Porto,Santo Tirso,Monte Córdova,131413
3,Porto,Santo Tirso,Rebordões,131416
3,Porto,Santo Tirso,Reguenga,131418
3,Porto,Santo Tirso,Roriz,131419
3,Porto,Santo Tirso,Negrelos (São Tomé),131430
3,Porto,Santo Tirso,Vilarinho,131432
3,Porto,Santo Tirso,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",131433
3,Porto,Santo Tirso,Vila Nova do Campo,131434
3,Porto,Santo Tirso,União das freguesias de Carreira e Refojos de Riba de Ave,131435
3,Porto,Santo Tirso,União das freguesias de Lamelas e Guimarei,131436
3,Porto,Santo Tirso,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",131437
3,Porto,Valongo,Alfena,131501
3,Porto,Valongo,Ermesinde,131503
3,Porto,Valongo,Valongo,131505
3,Porto,Valongo,União das freguesias de Campo e Sobrado,131506
3,Porto,Vila do Conde,Árvore,131602
3,Porto,Vila do Conde,Aveleda,131603
3,Porto,Vila do Conde,Azurara,131604
3,Porto,Vila do Conde,Fajozes,131607
3,Porto,Vila do Conde,Gião,131610
3,Porto,Vila do Conde,Guilhabreu,131611
3,Porto,Vila do Conde,Junqueira,131612
3,Porto,Vila do Conde,Labruge,131613
3,Porto,Vila do Conde,Macieira da Maia,131614
3,Porto,Vila do Conde,Mindelo,131616
3,Porto,Vila do Conde,Modivas,131617
3,Porto,Vila do Conde,Vila Chã,131627
3,Porto,Vila do Conde,Vila do Conde,131628
3,Porto,Vila do Conde,Vilar de Pinheiro,131630
3,Porto,Vila do Conde,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",131631
3,Porto,Vila do Conde,União das freguesias de Fornelo e Vairão,131632
3,Porto,Vila do Conde,União das freguesias de Malta e Canidelo,131633
3,Porto,Vila do Conde,União das freguesias de Retorta e Tougues,131634
3,Porto,Vila do Conde,União das freguesias de Rio Mau e Arcos,131635
3,Porto,Vila do Conde,União das freguesias de Touguinha e Touguinhó,131636
3,Porto,Vila do Conde,União das freguesias de Vilar e Mosteiró,131637
3,Porto,Vila Nova de Gaia,Arcozelo,131701
3,Porto,Vila Nova de Gaia,Avintes,131702
3,Porto,Vila Nova de Gaia,Canelas,131703
3,Porto,Vila Nova de Gaia,Canidelo,131704
3,Porto,Vila Nova de Gaia,Madalena,131709
3,Porto,Vila Nova de Gaia,Oliveira do Douro,131712
3,Porto,Vila Nova de Gaia,São Félix da Marinha,131717
3,Porto,Vila Nova de Gaia,Vilar de Andorinho,131723
3,Porto,Vila Nova de Gaia,União das freguesias de Grijó e Sermonde,131725
3,Porto,Vila Nova de Gaia,União das freguesias de Gulpilhares e Valadares,131726
3,Porto,Vila Nova de Gaia,União das freguesias de Mafamude e Vilar do Paraíso,131727
3,Porto,Vila Nova de Gaia,União das freguesias de Pedroso e Seixezelo,131728
3,Porto,Vila Nova de Gaia,"União das freguesias de Sandim, Olival, Lever e Crestuma",131729
3,Porto,Vila Nova de Gaia,União das freguesias de Santa Marinha e São Pedro da Afurada,131730
3,Porto,Vila Nova de Gaia,União das freguesias de Serzedo e Perosinho,131731
3,Porto,Trofa,Covelas,131806
3,Porto,Trofa,Muro,131808
3,Porto,Trofa,União das freguesias de Alvarelhos e Guidões,131809
3,Porto,Trofa,União das freguesias de Bougado (São Martinho e Santiago),131810
3,Porto,Trofa,União das freguesias de Coronado (São Romão e São Mamede),131811
3,Santarém,Abrantes,Bemposta,140104
3,Santarém,Abrantes,Martinchel,140105
3,Santarém,Abrantes,Mouriscas,140106
3,Santarém,Abrantes,Pego,140107
3,Santarém,Abrantes,Rio de Moinhos,140108
3,Santarém,Abrantes,Tramagal,140115
3,Santarém,Abrantes,Fontes,140118
3,Santarém,Abrantes,Carvalhal,140119
3,Santarém,Abrantes,União das freguesias de Abrantes (São Vicente e São João) e Alferrarede,140120
3,Santarém,Abrantes,União das freguesias de Aldeia do Mato e Souto,140121
3,Santarém,Abrantes,União das freguesias de Alvega e Concavada,140122
3,Santarém,Abrantes,União das freguesias de São Facundo e Vale das Mós,140123
3,Santarém,Abrantes,União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo,140124
3,Santarém,Alcanena,Bugalhos,140202
3,Santarém,Alcanena,Minde,140206
3,Santarém,Alcanena,Moitas Venda,140207
3,Santarém,Alcanena,Monsanto,140208
3,Santarém,Alcanena,Serra de Santo António,140209
3,Santarém,Alcanena,União das freguesias de Alcanena e Vila Moreira,140211
3,Santarém,Alcanena,"União das freguesias de Malhou, Louriceira e Espinheiro",140212
3,Santarém,Almeirim,Almeirim,140301
3,Santarém,Almeirim,Benfica do Ribatejo,140302
3,Santarém,Almeirim,Fazendas de Almeirim,140303
3,Santarém,Almeirim,Raposa,140304
3,Santarém,Alpiarça,Alpiarça,140401
3,Santarém,Benavente,Benavente,140501
3,Santarém,Benavente,Samora Correia,140502
3,Santarém,Benavente,Santo Estêvão,140503
3,Santarém,Benavente,Barrosa,140504
3,Santarém,Cartaxo,Pontével,140604
3,Santarém,Cartaxo,Valada,140605
3,Santarém,Cartaxo,Vila Cha de Ourique,140607
3,Santarém,Cartaxo,Vale da Pedra,140608
3,Santarém,Cartaxo,União das freguesias do Cartaxo e Vale da Pinta,140609
3,Santarém,Cartaxo,União das freguesias de Ereira e Lapa,140610
3,Santarém,Chamusca,Ulme,140704
3,Santarém,Chamusca,Vale de Cavalos,140705
3,Santarém,Chamusca,Carregueira,140707
3,Santarém,Chamusca,União das freguesias da Chamusca e Pinheiro Grande,140708
3,Santarém,Chamusca,União das freguesias de Parreira e Chouto,140709
3,Santarém,Constância,Constância,140801
3,Santarém,Constância,Montalvo,140802
3,Santarém,Constância,Santa Margarida da Coutada,140803
3,Santarém,Coruche,Couço,140902
3,Santarém,Coruche,São José da Lamarosa,140903
3,Santarém,Coruche,Branca,140905
3,Santarém,Coruche,Biscainho,140907
3,Santarém,Coruche,Santana do Mato,140908
3,Santarém,Coruche,"União das freguesias de Coruche, Fajarda e Erra",140909
3,Santarém,Entroncamento,São João Baptista,141001
3,Santarém,Entroncamento,Nossa Senhora de Fátima,141002
3,Santarém,Ferreira do Zêzere,Águas Belas,141101
3,Santarém,Ferreira do Zêzere,Beco,141103
3,Santarém,Ferreira do Zêzere,Chãos,141104
3,Santarém,Ferreira do Zêzere,Ferreira do Zêzere,141106
3,Santarém,Ferreira do Zêzere,Igreja Nova do Sobral,141107
3,Santarém,Ferreira do Zêzere,Nossa Senhora do Pranto,141110
3,Santarém,Ferreira do Zêzere,União das freguesias de Areias e Pias,141111
3,Santarém,Golegã,Azinhaga,141201
3,Santarém,Golegã,Golegã,141202
3,Santarém,Golegã,Pombalinho,141203
3,Santarém,Mação,Amêndoa,141302
3,Santarém,Mação,Cardigos,141303
3,Santarém,Mação,Carvoeiro,141304
3,Santarém,Mação,Envendos,141305
3,Santarém,Mação,Ortiga,141307
3,Santarém,Mação,"União das freguesias de Mação, Penhascoso e Aboboreira",141309
3,Santarém,Rio Maior,Alcobertas,141401
3,Santarém,Rio Maior,Arrouquelas,141402
3,Santarém,Rio Maior,Fráguas,141405
3,Santarém,Rio Maior,Rio Maior,141408
3,Santarém,Rio Maior,Asseiceira,141410
3,Santarém,Rio Maior,São Sebastião,141411
3,Santarém,Rio Maior,União das freguesias de Azambujeira e Malaqueijo,141415
3,Santarém,Rio Maior,União das freguesias de Marmeleira e Assentiz,141416
3,Santarém,Rio Maior,União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões,141417
3,Santarém,Rio Maior,União das freguesias de São João da Ribeira e Ribeira de São João,141418
3,Santarém,Salvaterra de Magos,Marinhais,141502
3,Santarém,Salvaterra de Magos,Muge,141503
